Date,Month,Year,Total_Revenue,Employee_Salaries,Loan_Payment,Raw_Materials,Utilities,Rent,Marketing,Insurance,Office_Supplies,Maintenance,Taxes,Transfer_Money,Profits,Losses,Total_Expenses,Profit_Margin,Expense_Ratio,Debt_Coverage_Ratio,Employee_Cost_Ratio
1963-04-01,4,1963,568725.93,145349.45,26612.61,87279.89,8457.47,20763.45,26417.11,16226.16,5525.44,10301.23,44315.83,45806.13,177477.29000000004,0.0,391248.64,0.3120611891214456,0.6879388108785545,6.6689171035836035,0.25557028848675845
1963-05-01,5,1963,489256.7,144175.69,25044.71,95236.94,8838.98,21933.99,26449.85,17073.54,5203.38,10986.12,53109.63,39225.85,81203.87,0.0,408052.83,0.16597395600305523,0.8340260439969448,3.242356170225169,0.29468311828943783
1963-06-01,6,1963,465512.36,163868.96,25286.3,99504.93,7845.38,21386.16,27915.56,16582.71,5496.1,8759.99,55724.47,36926.36,33141.79999999999,0.0,432370.56,0.07119424283385298,0.928805757166147,1.310662295393157,0.3520184942028177
1963-07-01,7,1963,481848.4,128791.5,27632.15,90455.2,7309.09,21786.99,28563.05,16711.44,5301.78,9328.81,42652.27,45376.75,103316.12000000005,0.0,378532.27999999997,0.214416235479873,0.785583764520127,3.7389823086513374,0.267286349814589
1963-08-01,8,1963,498286.68,161617.41,26429.57,104377.09,7977.97,21757.6,26337.48,13747.18,5287.68,9418.62,51223.33,39679.13,70112.75,0.0,428173.93,0.14070765447713754,0.8592923455228625,2.6528146314904104,0.3243462377922685
1963-09-01,9,1963,536890.32,142385.61,26521.41,93127.49,7403.37,17723.94,27233.26,13288.0,5053.8,10786.57,45277.25,36596.62,148089.61999999994,0.0,388800.7,0.27582844108644006,0.7241715589135599,5.583776277354784,0.2652042785945554
1963-10-01,10,1963,571491.05,151108.66,23372.49,88015.78,7265.88,18364.9,27114.97,12813.67,5051.2,9322.93,57114.42,40640.31,171946.15000000002,0.0,399544.9,0.3008728658130342,0.6991271341869658,7.356774994876456,0.26441124493550683
1963-11-01,11,1963,555269.18,149589.54,27795.4,102221.93,7926.55,19642.81,27159.27,12981.2,5661.6,9933.19,54831.73,38808.49,137525.96000000002,0.0,417743.22000000003,0.24767439820809073,0.7523256017919093,4.94779567842161,0.2694000412556663
1963-12-01,12,1963,433041.36,134213.89,25471.3,94115.07,9185.4,17710.71,32379.99,15478.43,5436.11,9177.06,50338.59,39406.17,39534.81,0.0,393506.55,0.09129569055482367,0.9087043094451763,1.5521316147978312,0.3099331897535146
1964-01-01,1,1964,573504.69,141242.11,25907.7,103288.93,8576.21,22685.54,27370.09,13699.61,5240.64,8971.17,45107.2,34900.78,171415.49,0.0,402089.19999999995,0.29889117384550073,0.7011088261544992,6.616391651902716,0.24627891011667227
1964-02-01,2,1964,514071.68,140606.67,22986.07,106208.67,8487.17,19724.19,31686.46,16907.6,5431.74,10375.17,52417.75,45204.02,99240.19,0.0,414831.49,0.19304737813995124,0.8069526218600488,4.317405715722609,0.27351568948517063
1964-03-01,3,1964,522145.21,168378.52,27449.73,87142.3,7198.21,18845.67,32240.62,15311.43,4682.92,8873.06,52830.17,42396.8,99192.58000000002,0.0,422952.63,0.18997125339903054,0.8100287466009695,3.61360858558536,0.3224745085758806
1964-04-01,4,1964,499069.28,131119.88,21548.96,97960.86,7573.57,18502.21,26321.94,17078.6,5503.94,10225.6,56761.79,45994.87,106471.93000000005,0.0,392597.35,0.21334098143648522,0.7866590185635148,4.940931256079183,0.26272881392338954
1964-05-01,5,1964,431034.75,161532.1,24778.76,104545.28,8998.57,18088.93,30767.97,15606.53,4987.59,8773.73,47719.42,37999.7,5235.869999999995,0.0,425798.88,0.01214721086872925,0.9878527891312707,0.2113047626273468,0.3747542396523714
1964-06-01,6,1964,474470.55,158715.32,23411.63,113355.81,8752.56,20300.58,29593.43,14165.33,4734.91,11410.55,48562.63,40175.16,41467.79999999999,0.0,433002.75,0.08739804820341324,0.9126019517965868,1.7712478797930766,0.33451037161315916
1964-07-01,7,1964,506389.04,146096.14,22656.87,95853.38,8615.46,20752.45,32339.91,13666.01,5073.83,11283.02,49071.74,42379.0,100980.22999999998,0.0,405408.81,0.19941235300037297,0.800587646999627,4.456936461214633,0.28850573069274965
1964-08-01,8,1964,516330.75,138268.39,22437.84,101525.17,8125.4,17559.26,34430.31,16858.18,4942.17,8852.4,54982.15,39980.51,108349.47999999998,0.0,407981.27,0.20984510413141186,0.7901548958685881,4.828873010949359,0.2677903456263258
1964-09-01,9,1964,466013.73,165062.58,28601.83,92311.93,8123.04,19301.52,33796.81,15037.08,5568.99,11092.08,46643.71,43480.07,40474.159999999974,0.0,425539.57,0.08685186163935552,0.9131481383606445,1.4150898736199737,0.35420110905316027
1964-10-01,10,1964,501160.65,164424.73,23371.29,93956.68,8208.65,22993.41,29906.76,13418.68,5057.87,9535.37,50778.76,40521.16,79508.45000000001,0.0,421652.2,0.15864862893764706,0.8413513710623529,3.4019709652312735,0.328087869628232
1964-11-01,11,1964,453297.86,158887.43,25538.48,92006.87,8661.31,17261.88,32202.35,15923.53,5467.11,9658.24,52455.33,43848.97,35235.330000000016,0.0,418062.52999999997,0.07773107510368572,0.9222689248963143,1.3796956592561507,0.35051440569342196
1964-12-01,12,1964,430552.94,150103.1,25676.35,111091.01,8898.06,19641.84,30233.56,14806.18,5333.67,9729.94,52321.72,35852.33,2717.5100000000093,0.0,427835.43,0.006311674471436682,0.9936883255285633,0.10583708354185893,0.3486286727016659
1965-01-01,1,1965,475784.19,158671.71,26123.77,110552.96,8845.62,22156.05,28920.08,14174.98,5328.08,10778.21,55585.75,34430.79,34646.97999999998,0.0,441137.21,0.07282078876979914,0.9271792112302009,1.3262626336091605,0.33349512937788034
1965-02-01,2,1965,563139.36,172384.17,26850.75,98019.14,7036.26,20802.49,33353.21,14746.55,5291.0,11210.27,43189.86,43553.72,130255.65999999997,0.0,432883.7,0.23130270986563606,0.7686972901343639,4.851099503738256,0.30611280660616585
1965-03-01,3,1965,446835.47,151402.48,25494.46,108775.58,7207.96,17473.81,33337.56,15538.7,4611.24,11238.49,44646.77,39533.8,27108.419999999984,0.0,419727.05,0.060667565177849436,0.9393324348221506,1.0633063026241774,0.33883272516391777
1965-04-01,4,1965,426409.61,163708.49,28009.07,105328.33,7179.14,19650.38,28610.09,15394.07,5208.41,9772.93,46251.47,44143.65,0.0,2702.7700000000186,429112.38,0.0,1.0063384359466008,0.0,0.3839230780938544
1965-05-01,5,1965,497481.21,138174.26,25539.42,102244.36,9182.46,18771.38,34301.5,15712.03,4661.72,10197.79,52786.99,42936.03,85909.29999999999,0.0,411571.91000000003,0.1726885322965263,0.8273114677034737,3.363792129970062,0.2777476962396228
1965-06-01,6,1965,499509.09,168186.99,23396.46,108965.8,8256.96,19113.93,31229.56,15544.01,5266.65,10662.79,52387.72,44060.05,56498.22000000003,0.0,443010.87,0.1131074911970071,0.8868925088029929,2.4148191649505963,0.336704563274314
1965-07-01,7,1965,521951.09,141401.98,24556.17,102387.21,8557.66,17540.8,28155.99,16113.66,4513.46,8896.48,50591.12,45657.87,119236.56,0.0,402714.53,0.22844393331949933,0.7715560666805007,4.855666009805275,0.2709104027352448
1965-08-01,8,1965,549570.89,139063.65,27435.17,99455.43,8735.57,21479.36,28548.44,13268.26,5694.34,8922.27,56997.5,44321.69,139970.90000000002,0.0,409599.99,0.2546912555721429,0.7453087444278571,5.1018783554102285,0.25304042213735156
1965-09-01,9,1965,570090.46,163706.44,23993.31,108720.46,6833.4,20219.43,29593.07,15777.73,5258.51,10253.68,54836.26,45283.5,130898.16999999993,0.0,439192.29000000004,0.22960947285453598,0.770390527145464,5.455611168279821,0.28715870811099
1965-10-01,10,1965,428753.7,167290.57,25460.56,112457.68,7331.28,17379.3,32914.7,16842.24,4703.29,9724.89,44596.66,45355.14,0.0,9947.469999999972,438701.17,0.0,1.0232008959922678,0.0,0.3901787203235797
1965-11-01,11,1965,439578.8,167426.67,22267.48,98609.31,8409.17,21458.84,34013.77,14636.07,5363.4,8963.57,48723.27,35188.26,9707.25,0.0,429871.55,0.022083071340110123,0.9779169286598899,0.4359384178182713,0.3808797649022201
1965-12-01,12,1965,567728.23,128972.23,24028.97,98301.49,9081.33,22132.7,26394.19,15835.56,5066.7,11433.53,47880.11,38777.68,178601.41999999998,0.0,389126.81,0.3145896408920867,0.6854103591079134,7.432753880004011,0.2271724800438407
1966-01-01,1,1966,552204.98,147962.28,26220.77,104251.13,8233.15,17128.14,32581.15,13846.06,4438.89,10193.73,43529.15,43181.89,143820.52999999997,0.0,408384.45,0.2604477235971323,0.7395522764028677,5.4849849947198335,0.26794810868963914
1966-02-01,2,1966,555454.31,142285.18,22356.66,112015.93,6806.81,22150.44,26802.19,13334.96,4625.98,9023.49,52415.86,34309.36,143636.81000000006,0.0,411817.5,0.2585933845755919,0.7414066154244081,6.424788407570722,0.2561600071120161
1966-03-01,3,1966,460689.74,142069.72,22556.85,86571.97,8580.12,20156.51,32210.99,14893.11,5417.03,10039.71,44135.81,40046.06,74057.91999999998,0.0,386631.82,0.1607544374658745,0.8392455625341255,3.283167640871841,0.30838481447405364
1966-04-01,4,1966,542484.05,166514.14,25160.88,98741.28,9113.66,17364.95,29810.84,14557.28,5279.15,9970.81,56145.51,34881.89,109825.55000000005,0.0,432658.5,0.20244936233609087,0.7975506376639091,4.364932784544898,0.30694753145276804
1966-05-01,5,1966,434852.33,139875.72,25998.08,101450.69,7580.45,22967.77,30275.01,14791.72,5158.14,8797.54,53026.69,44233.51,24930.52000000002,0.0,409921.81,0.05733100245777691,0.9426689975422231,0.9589369676529965,0.32166257451121394
1966-06-01,6,1966,533125.99,137176.04,24636.66,91854.81,7613.44,19720.99,29243.91,13177.89,4890.15,10495.32,48114.52,35831.67,146202.26,0.0,386923.73,0.2742358518293209,0.7257641481706791,5.9343376902550915,0.2573051071848889
1966-07-01,7,1966,549765.78,131695.35,21974.23,107163.88,8748.25,20338.22,30778.19,15277.14,4744.47,8866.69,47803.97,41984.09,152375.39,0.0,397390.39,0.2771641952687561,0.7228358047312439,6.934276650421881,0.23954810355784603
1966-08-01,8,1966,533159.1,171077.94,25753.08,95549.39,8187.0,18276.43,31410.63,13759.1,4412.33,11036.12,48013.42,43151.27,105683.65999999997,0.0,427475.44,0.19822161902516525,0.8017783809748348,4.103728952032144,0.32087596366638027
1966-09-01,9,1966,551773.27,171354.6,27388.2,103407.2,8342.48,17157.52,33861.76,16482.57,4651.17,9041.25,53040.48,37707.82,107046.04000000004,0.0,444727.23,0.1940036711093309,0.8059963288906691,3.9084729920184618,0.3105525572124942
1966-10-01,10,1966,555479.41,152984.45,24255.88,89256.24,8319.61,17183.94,32215.01,13718.1,4879.75,9522.69,48050.8,42659.15,155092.94,0.0,400386.47000000003,0.2792055604725295,0.7207944395274706,6.39403476600313,0.2754097582122801
1966-11-01,11,1966,437743.56,129867.4,22430.57,103535.15,8417.52,18632.62,31457.45,14935.48,4913.07,9319.5,53824.15,35365.81,40410.65000000002,0.0,397332.91,0.09231580699896538,0.9076841930010346,1.8015881896893402,0.2966746101301867
1966-12-01,12,1966,526772.94,149398.47,26253.49,86362.52,7748.63,20595.95,25569.18,14106.39,4566.85,8911.7,46332.79,37937.47,136926.9699999999,0.0,389845.97000000003,0.2599354666927271,0.740064533307273,5.215572101080653,0.28361075267078073
1967-01-01,1,1967,451354.22,144609.34,26527.53,100007.87,8800.05,21837.2,26148.68,16627.94,4313.45,8556.22,56317.44,44345.32,37608.5,0.0,413745.72,0.08332369197744513,0.9166763080225548,1.4177158597125326,0.32038991459966853
1967-02-01,2,1967,531424.84,146296.23,22113.8,85625.7,7579.44,21807.93,31063.13,16494.12,5629.65,8764.39,55167.27,36919.8,130883.18,0.0,400541.66,0.24628728307092307,0.7537127169290769,5.918620047210339,0.2752905377927009
1967-03-01,3,1967,484365.0,141462.36,23796.35,94992.06,7203.52,20062.9,26526.24,15044.78,5608.88,9548.13,53410.69,43827.38,86709.09000000003,0.0,397655.91,0.17901601065312323,0.8209839893468768,3.6437978933744053,0.29205735344213557
1967-04-01,4,1967,446966.63,136377.23,25767.99,107806.46,8373.22,18062.88,32455.63,14973.53,5381.67,10779.63,49233.58,45089.85,37754.81,0.0,409211.82,0.084468968074865,0.915531031925135,1.4651825772984233,0.30511725226556624
1967-05-01,5,1967,518678.27,166391.11,25954.13,89528.72,6963.89,19653.25,28225.38,13986.03,4334.26,10022.01,47156.12,39422.97,106463.37000000005,0.0,412214.89999999997,0.2052589748940129,0.7947410251059871,4.10198184258151,0.32079830527698794
1967-06-01,6,1967,436509.65,166391.25,27664.7,103450.25,8016.96,19776.27,30488.85,16313.18,5593.82,9849.2,54647.24,41822.05,0.0,5682.069999999949,442191.72,0.0,1.013017054720325,0.0,0.38118573094546704
1967-07-01,7,1967,447629.16,130284.32,22026.26,111973.81,7624.25,21285.89,30040.94,13526.52,4621.62,9813.27,49091.33,40272.98,47340.94999999995,0.0,400288.21,0.10575930754823916,0.8942406924517609,2.1492958859107247,0.2910541395471198
1967-08-01,8,1967,467434.04,145894.62,23787.75,102936.58,8694.14,20883.83,26093.21,13175.28,5267.57,9352.44,53356.0,41878.77,57992.619999999995,0.0,409441.42,0.12406588959588823,0.8759341104041117,2.4379195173986608,0.31211809050106837
1967-09-01,9,1967,475004.31,153723.28,22310.71,95494.62,9122.47,21190.88,29027.62,15427.69,5657.0,9428.75,48150.19,43499.94,65471.09999999998,0.0,409533.21,0.1378326440869557,0.8621673559130443,2.934514410343731,0.3236250214234898
1967-10-01,10,1967,549343.85,160744.86,26390.61,100791.8,8350.46,19540.44,28756.45,14381.69,4520.39,9142.58,56715.02,39835.25,120009.54999999999,0.0,429334.3,0.218459804364789,0.781540195635211,4.547433727375002,0.2926124684930941
1967-11-01,11,1967,436574.76,165499.28,22008.56,108126.24,8804.29,22302.09,25839.73,14265.44,5399.46,8893.15,48150.8,35946.97,7285.719999999972,0.0,429289.04000000004,0.016688367417300926,0.983311632582699,0.33104028614320846,0.3790857721596182
1967-12-01,12,1967,546356.56,134949.26,24532.55,97325.76,8423.27,18425.18,29497.79,14032.18,5372.8,9846.78,50510.17,37713.61,153440.82000000007,0.0,392915.74,0.28084374057849704,0.719156259421503,6.2545809546908115,0.24699851686598218
1968-01-01,1,1968,550267.01,144052.84,28353.48,114533.19,7908.03,18690.63,28936.85,15123.57,5699.4,10950.67,54518.89,35660.78,121499.46000000002,0.0,428767.55,0.22080091626790424,0.7791990837320958,4.2851692279043005,0.2617871640169742
1968-02-01,2,1968,556117.54,152454.33,22019.42,110376.77,8842.8,18710.38,32368.05,13977.56,5607.96,8942.05,49062.09,45356.96,133756.13000000006,0.0,422361.41,0.24051773299579807,0.759482267004202,6.074461997636635,0.27414048116518674
1968-03-01,3,1968,477437.76,128700.16,21649.43,100060.21,7365.87,22967.15,28874.21,12876.84,5646.24,11017.53,52249.41,43496.57,86030.71000000002,0.0,391407.05,0.18019251347023751,0.8198074865297625,3.973809472120052,0.2695642673926754
1968-04-01,4,1968,549464.24,158823.24,22290.95,106166.09,7876.64,17031.51,26213.03,13901.66,5502.44,10146.41,53408.52,40333.26,128103.75,0.0,421360.49,0.23314301582210337,0.7668569841778966,5.746895040363914,0.28905109457168676
1968-05-01,5,1968,470172.68,129648.73,24398.69,108816.97,7897.07,17665.15,33646.32,15435.33,4274.65,10046.13,46129.07,35722.92,72214.57,0.0,397958.11,0.15359159107245451,0.8464084089275455,2.9597724304050756,0.27574705106217573
1968-06-01,6,1968,461084.64,146245.54,26232.78,87568.42,9139.17,17406.08,30234.54,15032.97,5732.5,10162.46,48356.81,39641.62,64973.369999999995,0.0,396111.27,0.140914193107799,0.8590858068922009,2.4768007813125408,0.3171772106743786
1968-07-01,7,1968,463047.54,128230.9,27163.9,95344.07,8559.06,20769.54,32443.51,16058.34,4748.78,8633.01,50690.21,43762.11,70406.21999999997,0.0,392641.32,0.1520496577953961,0.847950342204604,2.591903960771464,0.2769281529926711
1968-08-01,8,1968,494693.43,158792.52,25988.02,109344.93,6951.44,21657.14,29619.12,14070.49,4315.71,9098.41,43128.59,45200.45,71727.06,0.0,422966.37,0.14499295048248367,0.8550070495175164,2.7600048022127117,0.3209917706002281
1968-09-01,9,1968,506454.6,138899.12,26899.68,90733.1,7656.74,21685.05,33292.18,14243.66,4436.71,9604.06,55842.3,42919.69,103162.0,0.0,403292.6,0.20369446738167646,0.7963055326183235,3.8350642089422626,0.27425779132028816
1968-10-01,10,1968,571058.54,149829.15,24981.43,112729.31,8046.26,21806.89,32043.73,13105.17,5153.68,10967.02,50682.12,37854.54,141713.78000000003,0.0,429344.76,0.24815981212714203,0.751840187872858,5.672764929789849,0.2623709120959823
1968-11-01,11,1968,470974.38,154617.97,24445.87,105692.94,7643.71,17254.13,33330.33,14336.52,5747.23,9323.67,57200.41,45374.85,41381.59999999998,0.0,429592.78,0.08786380269771782,0.9121361973022822,1.692784916225112,0.3282938023083124
1968-12-01,12,1968,479496.67,163549.32,26345.58,113583.68,7142.67,20645.44,32531.81,12906.6,4350.85,10835.55,47994.93,38594.25,39610.23999999999,0.0,439886.43,0.08260795638059383,0.9173920436194062,1.5034871124492226,0.3410854135858754
1969-01-01,1,1969,526859.31,170197.06,24040.1,107892.53,8177.41,20176.76,29082.31,15673.02,4624.42,8840.35,53535.12,39988.53,84620.23000000004,0.0,442239.08,0.1606125741614019,0.8393874258385982,3.519961647414114,0.3230408133055483
1969-02-01,2,1969,464266.5,139213.04,24597.05,114890.95,7485.38,22498.87,29920.8,13301.87,5529.24,9856.13,55980.19,39341.33,40992.97999999998,0.0,423273.52,0.08829622641306228,0.9117037735869377,1.6665811550572114,0.29985588018950327
